adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001636222-20-000002	1636222	WINGSTOP INC.	5812	US	TX	DALLAS	75240	5501 LBJ FREEWAY	5TH FLOOR	972-331-8484	US	TX	DALLAS	75240	5501 LBJ FREEWAY	5TH FLOOR	US	DE	000000000	WINGSTOP, INC.	20150323	1-LAF	0	1231	8-K	20191231			20200102	2020-01-02 09:00:00.0	0	0	wing-20191226_htm.xml	1	
0001651308-20-000003	1651308	BEIGENE, LTD.	2834	KY		GRAND CAYMAN	KY1-1108	C/O MOURANT GOVERNANCE SERVICES (CAYMAN)	94 SOLARIS AVENUE, CAMANA BAY	13459494123	KY		GRAND CAYMAN	KY1-1108	C/O MOURANT GOVERNANCE SERVICES (CAYMAN)	94 SOLARIS AVENUE, CAMANA BAY			981209416			1-LAF	0	1231	8-K	20191231			20200102	2020-01-02 16:01:00.0	0	0	a8-kx02jan20_htm.xml	1	
0001685715-20-000005	1685715	JAGGED PEAK ENERGY INC.	1311	US	CO	DENVER	80202	1401 LAWRENCE STREET, SUITE 1800		(720) 215-3700	US	CO	DENVER	80202	1401 LAWRENCE STREET, SUITE 1800		US	DE	813943703			1-LAF	0	1231	8-K	20191231			20200102	2020-01-02 16:20:00.0	0	0	a01022020_8-k_htm.xml	1	
0001718227-20-000004	1718227	CONSTRUCTION PARTNERS, INC.	1600	US	AL	DOTHAN	36303	290 HEALTHWEST DR.	SUITE 2	334.673.9763	US	AL	DOTHAN	36303	290 HEALTHWEST DR.	SUITE 2	US	DE	260758017			2-ACC	0	0930	8-K	20191231			20200102	2020-01-02 16:03:00.0	0	0	road-20191231_htm.xml	1	
0000034088-20-000004	34088	EXXON MOBIL CORP	2911	US	TX	IRVING	75039-2298	5959 LAS COLINAS BLVD		9729406000	US	TX	IRVING	75039-2298	5959 LAS COLINAS BLVD		US	NJ	135409005	EXXON CORP	19920703	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 07:58:00.0	0	0	r8k010320_htm.xml	1	
0000072333-20-000004	72333	NORDSTROM INC	5651	US	WA	SEATTLE	98101-4407	1617 SIXTH AVENUE		2066282111	US	WA	SEATTLE	98101	1617 SIXTH AVENUE		US	WA	910515058	NORDSTROM BEST INC	19730611	1-LAF	0	0131	8-K	20191231			20200103	2020-01-03 16:51:00.0	1	0	jwn-12272019x8k_htm.xml	1	
0000074208-20-000004	74208	UDR, INC.	6798	US	CO	HIGHLANDS RANCH	80129	1745 SHEA CENTER DRIVE	SUITE 200	720-283-6120	US	CO	HIGHLANDS RANCH	80129	1745 SHEA CENTER DRIVE	SUITE 200	US	MD	540857512	UNITED DOMINION REALTY TRUST INC	19920703	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 16:21:00.0	0	0	udr-20191231x8k_htm.xml	1	
0000093410-20-000002	93410	CHEVRON CORP	2911	US	CA	SAN RAMON	94583	6001 BOLLINGER CANYON ROAD		925-842-1000	US	CA	SAN RAMON	94583	6001 BOLLINGER CANYON ROAD		US	DE	940890210	CHEVRONTEXACO CORP	20011009	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 16:25:00.0	0	0	a20191230form8-kthulin_htm.xml	1	
0000102212-20-000003	102212	UNIVEST FINANCIAL CORP	6022	US	PA	SOUDERTON	18964	14 NORTH MAIN STREET	P. O. BOX 64197	2157212400	US	PA	SOUDERTON	18964	14 NORTH MAIN STREET	P. O. BOX 64197	US	PA	231886144	UNIVEST CORP OF PENNSYLVANIA	19920703	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 12:11:00.0	0	0	uvsp-20200101_htm.xml	1	
0000354707-20-000002	354707	HAWAIIAN ELECTRIC INDUSTRIES INC	4911	US	HI	HONOLULU	96813	1001 BISHOP STREET, SUITE 2900		8085435662	US	HI	HONOLULU	96808-0730	P.O. BOX 730		US	HI	990208097	HAWAIIAN ELECTRIC CO LTD	19670212	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 16:13:00.0	1	0	heiheform8-k01x03x20eq_htm.xml	2	46207
0000779152-20-000003	779152	HENRY JACK & ASSOCIATES INC	7373	US	MO	MONETT	65708-0807	PO BOX 807	663 HWY 60	4172356652	US	MO	MONETT	65708-0807	PO BOX 807	663 HWY 60	US	DE	431128385			1-LAF	0	0630	8-K	20191231			20200103	2020-01-03 16:13:00.0	0	0	jkhy-8xkretentionagree_htm.xml	1	
0000807863-20-000002	807863	MITEK SYSTEMS INC	3577	US	CA	SAN DIEGO	92101	600 B STREET	SUITE 100	619-269-6800	US	CA	SAN DIEGO	92101	600 B STREET	SUITE 100	US	DE	870418827			2-ACC	0	0930	8-K	20191231			20200103	2020-01-03 16:30:00.0	0	0	mitk-20191231_htm.xml	1	
0000883569-20-000002	883569	FOSSIL GROUP, INC.	3873	US	TX	RICHARDSON	75080	901 S CENTRAL EXPRESSWAY		9722342525	US	TX	RICHARDSON	75080	901 S CENTRAL EXPRESSWAY		US	DE	752018505	FOSSIL INC	19940218	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 11:05:00.0	0	0	a8-k132020_htm.xml	1	
0000913144-20-000006	913144	RENAISSANCERE HOLDINGS LTD	6331	BM		PEMBROKE	HM19	RENAISSANCE HOUSE	12 CROW LANE	4412954513	BM		PEMBROKE	HM19	RENAISSANCE HOUSE	12 CROW LANE	BM		980138020			1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 16:03:00.0	0	0	rnr8-kcitilocfacilityj_htm.xml	1	
0000929008-20-000002	929008	WESCO INTERNATIONAL INC	5063	US	PA	PITTSBURGH	15219	225 WEST STATION SQUARE DRIVE	STE 700	4124542200	US	PA	PITTSBURGH	15219	225 WEST STATION SQUARE DRIVE	STE 700			251723342	CDW HOLDING CORP	19971217	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 06:47:00.0	1	0	wcc-8kaxeproposal_htm.xml	1	
0000943374-20-000006	740663	FIRST OF LONG ISLAND CORP	6021	US	NY	GLEN HEAD	11545	10 GLEN HEAD RD		5166714900	US	NY	GLEN HEAD	11545	10 GLEN HEAD ROAD		US	NY	112672906			2-ACC	0	1231	8-K	20191231			20200103	2020-01-03 16:07:00.0	0	0	form8k_htm.xml	1	
0000943374-20-000007	1108134	BERKSHIRE HILLS BANCORP INC	6036	US	MA	BOSTON	02109	60 STATE STREET	38TH FLOOR	800-773-5601	US	MA	BOSTON	02109	60 STATE STREET	38TH FLOOR	US	DE	043510455			1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 16:16:00.0	0	0	form8k_shrhldragr_htm.xml	1	
0000950157-20-000022	8868	AVON PRODUCTS INC	2844	US	NY	SUFFERN	10901	1 AVON PLACE		8453692000	US	NY	SUFFERN	10901	1 AVON PLACE		US	NY	130544597			1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 17:24:00.0	0	0	form8-k_htm.xml	1	
0001000753-20-000003	1000753	INSPERITY, INC.	7363	US	TX	KINGWOOD	77339	19001 CRESCENT SPRINGS DR		7133588986	US	TX	KINGWOOD	77339	19001 CRESCENT SPRINGS DR		US	DE	760479645	ADMINISTAFF INC DE	19950915	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 17:18:00.0	0	0	a010320208k_htm.xml	1	
0001019056-20-000002	913241	STEVEN MADDEN, LTD.	3140	US	NY	LONG ISLAND CITY	11104	52-16 BARNETT AVE		7184461800	US	NY	LONG ISLAND CITY	11104	52-16 BARNETT AVENUE		US	DE	133588231	MADDEN STEVEN LTD	19931008	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 15:59:00.0	1	0	sml_8k_htm.xml	1	
0001069183-20-000003	1069183	AXON ENTERPRISE, INC.	3480	US	AZ	SCOTTSDALE	85255	17800 N. 85TH ST.		480-991-0797	US	AZ	SCOTTSDALE	85255	17800 N. 85TH ST.		US	DE	860741227	TASER INTERNATIONAL INC	20010212	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 06:33:00.0	0	0	a8-k012020_htm.xml	1	
0001101215-20-000002	1101215	ALLIANCE DATA SYSTEMS CORP	7389	US	OH	COLUMBUS	43219	3075 LOYALTY CIRCLE		6147294000	US	OH	COLUMBUS	43219	3075 LOYALTY CIRCLE		US	DE	311429215			1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 16:02:00.0	0	0	form_8k_htm.xml	1	
0001104659-20-000560	33213	EQT CORP	1311	US	PA	PITTSBURGH	15222	625 LIBERTY AVENUE	SUITE 1700	4125535700	US	PA	PITTSBURGH	15222	625 LIBERTY AVENUE	SUITE 1700	US	PA	250464690	EQT CORP /PA/	20090206	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 07:19:00.0	1	0	tm1928445d1_8k_htm.xml	1	
0001104659-20-000565	1129155	MARINE PRODUCTS CORP	3730	US	GA	ATLANTA	30329	2801 BUFORD HIGHWAY NE, SUITE 300		404-321-2140	US	GA	ATLANTA	30329	2801 BUFORD HIGHWAY NE, SUITE 300		US	DE	582572419			2-ACC	0	1231	8-K	20191231			20200103	2020-01-03 07:31:00.0	1	0	tm201084d1_8k_htm.xml	1	
0001104659-20-000569	1235010	MOMENTA PHARMACEUTICALS INC	2836	US	MA	CAMBRIDGE	02142	301 BINNEY STREET		617 491-9700	US	MA	CAMBRIDGE	02142	301 BINNEY STREET		US	DE	043561634			1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 08:01:00.0	0	0	tm201056-1_8k_htm.xml	1	
0001104659-20-000756	315374	HURCO COMPANIES INC	3823	US	IN	INDIANAPOLIS	46268	ONE TECHNOLOGY WAY		3172935309	US	IN	INDIANAPOLIS	46268	ONE TECHNOLOGY WAY		US	IN	351150732	HURCO MANUFACTURING CO INC	19850324	2-ACC	0	1031	10-K	20191031	2019	FY	20200103	2020-01-03 14:48:00.0	0	1	hurc-20191031.xml	1	
0001104659-20-000849	46765	HELMERICH & PAYNE, INC.	1381	US	OK	TULSA	74119	1437 S. BOULDER AVE., SUITE 1400		9187425531	US	OK	TULSA	74119	1437 S. BOULDER AVE., SUITE 1400		US	DE	730679879	HELMERICH & PAYNE INC	19920703	1-LAF	0	0930	8-K	20191231			20200103	2020-01-03 16:04:00.0	0	0	tm1923841-6_8k_htm.xml	1	
0001104659-20-000861	1556179	RMR INDUSTRIALS, INC.	7380	US	CO	DENVER	80237	4601 DTC BLVD.	SUITE 130	720-614-5213	US	CO	DENVER	80237	4601 DTC BLVD.	SUITE 130	US	NV	460750094	ONLINE YEARBOOK	20120813	4-NON	0	0331	10-K	20190331	2018	FY	20200103	2020-01-03 16:07:00.0	0	1	rmri-20190331.xml	1	
0001104659-20-000883	1465740	TWO HARBORS INVESTMENT CORP.	6798	US	MN	MINNETONKA	55305	601 CARLSON PARKWAY	SUITE 1400	612-629-2500	US	MN	MINNETONKA	55305	601 CARLSON PARKWAY	SUITE 1400			270312904	TWO HARBORS INVESTMENT CORP.	20090605	1-LAF	0	1231	8-K/A	20191231			20200103	2020-01-03 16:16:00.0	1	0	tm201196d1_8ka_htm.xml	1	
0001104659-20-000921	827809	NOVELION THERAPEUTICS INC.	2834	CA	BC	VANCOUVER	V6B 0M3	C/O NORTON ROSE FULBRIGHT	1800 - 510 WEST GEORGIA STREET	(877) 764-3131	CA	BC	VANCOUVER	V6B 0M3	C/O NORTON ROSE FULBRIGHT	1800 - 510 WEST GEORGIA STREET	CA	BC	000000000	QLT INC/BC	20000608	4-NON	0	1231	8-K	20191231			20200103	2020-01-03 16:45:00.0	0	0	tm201064d1_8k_htm.xml	1	
0001104659-20-000924	77877	PDC ENERGY, INC.	1311	US	CO	DENVER	80203	1775 SHERMAN STREET	SUITE 3000	303-860-5800	US	CO	SUITE 3000	80203	PDC ENERGY, INC.	1775 SHERMAN ST	US	DE	952636730	PETROLEUM DEVELOPMENT CORP	19920703	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 16:46:00.0	0	0	tm201094-2_8k_htm.xml	1	
0001104659-20-000935	1413507	SRC ENERGY INC.	1311	US	CO	DENVER	80202	1675 BROADWAY	SUITE 2600	720-616-4300	US	CO	DENVER	80202	1675 BROADWAY	SUITE 2600	US	CO	202835920	SYNERGY RESOURCES CORP	20160415	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 16:58:00.0	0	0	tm201110-4_8k_htm.xml	1	
0001104659-20-000971	884217	TAILORED BRANDS INC	5600	US	TX	HOUSTON	77072	6380 ROGERDALE RD		281-776-7000	US	TX	HOUSTON	77072	6380 ROGERDALE RD				474908760	MENS WEARHOUSE INC	19930328	1-LAF	0	0131	8-K	20191231			20200103	2020-01-03 17:16:00.0	0	0	tm201144-1_8k_htm.xml	1	
0001193125-20-000720	1287865	MEDICAL PROPERTIES TRUST INC	6798	US	AL	BIRMINGHAM	35242	1000 UBRAN CENTER DRIVE	SUITE 501	205-969-3755	US	AL	BIRMINGHAM	35242	1000 URBAN CENTER DRIVE	SUITE 501	US	DE	000000000			1-LAF	0	1231	8-K	20191231			20200103	2020-01-02 18:18:00.0	0	0	d832498d8k_htm.xml	2	1524607
0001193125-20-000753	1651944	DERMTECH, INC.	8071	US	CA	LA JOLLA	92037	11099 N. TORREY PINES ROAD	SUITE 100	858-450-4222	US	CA	LA JOLLA	92037	11099 N. TORREY PINES ROAD	SUITE 100			842870849	CONSTELLATION ALPHA CAPITAL CORP.	20150827	2-ACC	0	1231	S-1	20190930			20200103	2020-01-02 20:11:00.0	0	1	dmtk-20190930.xml	1	
0001193125-20-000862	1710366	CONSOL ENERGY INC.	1220	US	PA	CANONSBURG	15317	1000 CONSOL ENERGY DRIVE	SUITE #100	724-485-3300	US	PA	CANONSBURG	15317	1000 CONSOL ENERGY DRIVE	SUITE #100	US	DE	000000000	CONSOL MINING CORP	20170626	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 06:07:00.0	0	0	d844459d8k_htm.xml	1	
0001193125-20-001141	49938	IMPERIAL OIL LTD	2911	CA	AB	CALGARY	T2C 5N1	505 QUARRY PARK BOULEVARD S.E.		1-800-567-3776	CA	AB	CALGARY	T2C 5N1	505 QUARRY PARK BOULEVARD S.E.				980017682			1-LAF	0	1231	8-K/A	20190930			20200103	2020-01-03 11:07:00.0	0	0	d860379d8ka_htm.xml	1	
0001193125-20-001274	54381	KAMAN CORP	5080	US	CT	BLOOMFIELD	06002	1332 BLUE HILLS AVE	PO BOX 1	8602436321	US	CT	BLOOMFIELD	06002	1332 BLUE HILLS AVE	PO BOX 1	US	CT	060613548	KAMAN CORP	19920703	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 14:05:00.0	1	0	d863191d8k_htm.xml	1	
0001193125-20-001292	73309	NUCOR CORP	3312	US	NC	CHARLOTTE	28211	1915 REXFORD RD		7043667000	US	NC	CHARLOTTE	28211	1915 REXFORD ROAD		US	DE	131860817	NUCLEAR CORP OF AMERICA INC	19680911	1-LAF	0	1231	8-K/A	20190831			20200103	2020-01-03 14:33:00.0	1	0	d857467d8ka_htm.xml	1	
0001193125-20-001380	911109	MOBILE MINI INC	3443	US	AZ	PHOENIX	85008	4646 E. VAN BUREN STREET	SUITE #400	480-894-6311	US	AZ	PHOENIX	85008	4646 E. VAN BUREN STREET	SUITE #400	US	DE	860210855			1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 16:00:00.0	0	0	d847124d8k_htm.xml	1	
0001193125-20-001386	1668428	FGL HOLDINGS	6311	KY		GRAND CAYMAN	KY 1-1102	4TH FLOOR	BOUNDARY HALL, CRICKET SQUARE	410-895-0100	KY		GRAND CAYMAN	KY 1-1102	4TH FLOOR	BOUNDARY HALL, CRICKET SQUARE			981354810	CF CORP	20160302	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 16:02:00.0	0	0	d856352d8k_htm.xml	1	
0001193125-20-001434	898293	JABIL INC	3672	US	FL	ST PETERSBURG	33716	10560 DR. MARTIN LUTHER KING JR. ST. N.		7275779749	US	FL	ST PETERSBURG	33716	10560 DR. MARTIN LUTHER KING JR. ST. N.		US	DE	381886260	JABIL CIRCUIT INC	19930305	1-LAF	0	0831	10-Q	20191130	2020	Q1	20200103	2020-01-03 16:18:00.0	0	1	d852870d10q_htm.xml	1	
0001193125-20-001439	1552451	MYOKARDIA INC	2834	US	CA	SOUTH SAN FRANCISCO	94080	333 ALLERTON AVENUE		650-741-0900	US	CA	SOUTH SAN FRANCISCO	94080	333 ALLERTON AVENUE		US	DE	455500552			1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 16:19:00.0	0	0	d859524d8k_htm.xml	1	
0001193125-20-001444	102037	UNIVERSAL CORP /VA/	5150	US	VA	RICHMOND	23235	9201 FOREST HILL AVENUE	STONY POINT II BUILDING	8043599311	US	VA	RICHMOND	23235	9201 FOREST HILL AVENUE	STONY POINT II BUILDING	US	VA	540414210	UNIVERSAL LEAF TOBACCO CO INC	19880314	1-LAF	0	0331	8-K	20191231			20200103	2020-01-03 16:27:00.0	0	0	d860798d8k_htm.xml	1	
0001193125-20-001484	96021	SYSCO CORP	5140	US	TX	HOUSTON	77077	1390 ENCLAVE PKWY		281-584-1390	US	TX	HOUSTON	77077	1390 ENCLAVE PKWY		US	DE	741648137			1-LAF	0	0630	8-K	20191231			20200103	2020-01-03 17:01:00.0	0	0	d118238d8k_htm.xml	1	
0001193125-20-001500	317540	COCA-COLA CONSOLIDATED, INC.	2086	US	NC	CHARLOTTE	28211	4100 COCA COLA PLZ		7045514400	US	NC	CHARLOTTE	28211	4100 COCA COLA PLZ		US	DE	560950585	COCA COLA BOTTLING CO CONSOLIDATED /DE/	19920703	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 17:14:00.0	0	0	d845413d8k_htm.xml	1	
0001213900-20-000159	1681309	MONETIVA INC.	6770	US	CA	NEWPORT BEACH	92660	500 BIRCH STREET, WEST TOWER	SUITE 3000	949-260-2085	US	CA	NEWPORT BEACH	92660	500 BIRCH STREET, WEST TOWER	SUITE 3000	US	DE	813495101	MONETIVE INC.	20171122	4-NON	0	1231	10-Q	20190630	2019	Q2	20200103	2020-01-03 16:36:00.0	0	1	cik0001681309-20190630.xml	1	
0001276187-20-000004	1276187	ENERGY TRANSFER LP	4922	US	TX	DALLAS	75225	8111 WESTCHESTER DRIVE	SUITE 600	2149810700	US	TX	DALLAS	75225	8111 WESTCHESTER DRIVE	SUITE 600	US	DE	300108820	ENERGY TRANSFER EQUITY, L.P.	20050823	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 16:12:00.0	0	0	et8-k01032020newdirect_htm.xml	1	
0001387131-20-000067	72971	WELLS FARGO & COMPANY/MN	6021	US	CA	SAN FRANCISCO	94163	420 MONTGOMERY STREET		6126671234	US	CA	SAN FRANCISCO	94163	420 MONTGOMERY STREET		US	DE	410449260	WELLS FARGO & CO/MN	19981103	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 15:53:00.0	0	0	wfc-8k_010320_htm.xml	1	
0001403256-20-000013	1403256	SCULPTOR CAPITAL MANAGEMENT, INC.	6282	US	NY	NEW YORK	10019	9 WEST 57TH STREET SUITE 1300		(212)790-0000	US	NY	NEW YORK	10019	9 WEST 57TH STREET SUITE 1300		US	DE	000000000	OCH-ZIFF CAPITAL MANAGEMENT GROUP INC.	20190508	2-ACC	0	1231	8-K	20191231			20200103	2020-01-03 07:30:00.0	0	0	scu-20200103_htm.xml	1	
0001410384-20-000003	1410384	Q2 HOLDINGS, INC.	7372	US	TX	AUSTIN	78750	13785 RESEARCH BOULEVARD	SUITE 150	512-275-0072	US	TX	Austin	78750	13785 RESEARCH BOULEVARD	SUITE 150			202706637	CBG HOLDINGS, INC.	20120103	1-LAF	0	1231	8-K/A	20191031			20200103	2020-01-03 16:35:00.0	1	0	a8-kafor123119_htm.xml	1	
0001477932-20-000037	1626696	STAR WEALTH GROUP INC.	2750	HK		KOWLOON	HK	R24 FLAT C 5/F,WAH MOW FACTORY BUILDING	5-7 NG FONG STREET, SAN PO KANG	852 6519 7111	HK		KOWLOON	HK	R24 FLAT C 5/F,WAH MOW FACTORY BUILDING	5-7 NG FONG STREET, SAN PO KANG	US	NV	000000000	TERAFOX CORP	20141201	4-NON	0	0930	10-K	20190930	2019	FY	20200103	2020-01-03 08:11:00.0	0	1	swgi-20190930.xml	1	
0001493152-20-000097	1797956	HEMP TECHNOLOGY, INC.	0100	CA	AB	CALGARY	T2P4K9	3000, 421-7TH AVENUE SW		403-870-8032	CA	AB	CALGARY	T2P4K9	3000, 421-7TH AVENUE SW		US	WY	940490694			4-NON	0	0430	10-Q	20191031	2020	Q2	20200103	2020-01-03 12:13:00.0	0	1	cpow-20191031.xml	1	
0001493152-20-000105	1657214	INTERNATIONAL LAND ALLIANCE INC.	6552	US	CA	SAN DIEGO	92101	350 10TH AVENUE	SUITE 1000	(858) 692-2677	US	CA	SAN DIEGO	92101	350 10TH AVENUE	SUITE 1000	US	WY	463752361			4-NON	0	1231	10-Q	20190930	2019	Q3	20200103	2020-01-03 14:14:00.0	0	1	ilal-20190930.xml	1	
0001493152-20-000143	1707919	NAKED BRAND GROUP LTD	2320	NZ		AIRPARK DRIVE	2022	8 AIRPARK DRIVE		0116492750000	NZ		AIRPARK DRIVE	2022	8 AIRPARK DRIVE		AU		000000000	BENDON GROUP HOLDINGS LTD	20170530	4-NON	0	0131	6-K	20190731	2020	Q2	20200103	2020-01-03 17:01:00.0	0	1	nakd-20190731.xml	1	
0001493152-20-000146	1707919	NAKED BRAND GROUP LTD	2320	NZ		AIRPARK DRIVE	2022	8 AIRPARK DRIVE		0116492750000	NZ		AIRPARK DRIVE	2022	8 AIRPARK DRIVE		AU		000000000	BENDON GROUP HOLDINGS LTD	20170530	4-NON	0	0131	20-F/A	20190131	2019	FY	20200103	2020-01-03 17:04:00.0	0	1	nakd-20190131.xml	1	
0001552781-20-000048	870385	CAROLINA FINANCIAL CORP	6022	US	SC	CHARLESTON	29401	288 MEETING STREET		843-723-7700	US	SC	CHARLESTON	29401	288 MEETING STREET				571039673			1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 17:14:00.0	0	0	e20005_caro-8k_htm.xml	1	
0001558370-20-000023	85535	ROYAL GOLD INC	6795	US	CO	DENVER	80202-1132	1660 WYNKOOP STREET	SUITE 1000	303-573-1660	US	CO	DENVER	80202-1132	1660 WYNKOOP STREET	SUITE 1000	US	DE	840835164	ROYAL GOLD INC /DE/	19920703	1-LAF	0	0630	8-K/A	20190930			20200103	2020-01-03 06:03:00.0	1	0	rgld-20190926x8ka6465ac_htm.xml	1	
0001558370-20-000025	85535	ROYAL GOLD INC	6795	US	CO	DENVER	80202-1132	1660 WYNKOOP STREET	SUITE 1000	303-573-1660	US	CO	DENVER	80202-1132	1660 WYNKOOP STREET	SUITE 1000	US	DE	840835164	ROYAL GOLD INC /DE/	19920703	1-LAF	0	0630	8-K/A	20190930			20200103	2020-01-03 06:08:00.0	0	0	rgld-20191011x8kaa891ae_htm.xml	1	
0001558370-20-000028	1679273	LAMB WESTON HOLDINGS, INC.	2030	US	ID	EAGLE	83616	599 S. RIVERSHORE LANE		208.938.1047	US	ID	EAGLE	83616	599 S. RIVERSHORE LANE				611797411			1-LAF	0	0531	8-K	20191231			20200103	2020-01-03 08:37:00.0	0	0	lw-20200103x8k6b83718_htm.xml	1	
0001558370-20-000031	1679273	LAMB WESTON HOLDINGS, INC.	2030	US	ID	EAGLE	83616	599 S. RIVERSHORE LANE		208.938.1047	US	ID	EAGLE	83616	599 S. RIVERSHORE LANE				611797411			1-LAF	0	0531	10-Q	20191130	2020	Q2	20200103	2020-01-03 13:54:00.0	0	1	lw-20191124x10q986f46_htm.xml	1	
0001561680-20-000007	1561680	TRI POINTE GROUP, INC.	1531	US	CA	IRVINE	92612	19540 JAMBOREE ROAD, SUITE 300		(949) 438-1400	US	CA	IRVINE	92612	19540 JAMBOREE ROAD, SUITE 300				611763235	TRI POINTE HOMES, INC.	20130130	1-LAF	0	1231	8-K/A	20191231			20200103	2020-01-03 16:39:00.0	0	0	a8kixbrlkeelercompensa_htm.xml	1	
0001564590-20-000161	1318605	TESLA, INC.	3711	US	CA	PALO ALTO	94304	3500 DEER CREEK RD		650-681-5000	US	CA	PALO ALTO	94304	3500 DEER CREEK RD		US	DE	912197729	TESLA MOTORS INC	20050222	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 08:22:00.0	0	0	tsla-8k_20200103_htm.xml	1	
0001564590-20-000181	33002	ENNIS, INC.	2761	US	TX	MIDLOTHIAN	76065	2441 PRESIDENTIAL PARKWAY		9727759801	US	TX	MIDLOTHIAN	76065	2441 PRESIDENTIAL PARKWAY		US	TX	750256410	ENNIS BUSINESS FORMS INC	19920703	2-ACC	0	0228	10-Q	20191130	2020	Q3	20200103	2020-01-03 12:40:00.0	0	1	ebf-20191130.xml	1	
0001564590-20-000212	203596	WESBANCO INC	6021	US	WV	WHEELING	26003	1 BANK PLAZA		3042349000	US	WV	WHEELING	26003	ONE BANK PLZ		US	WV	550571723			1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 16:33:00.0	0	0	wsbc-8k_20200103_htm.xml	1	
0001564590-20-000214	1426800	ASSEMBLY BIOSCIENCES, INC.	2834	US	IN	CARMEL	46032	11711 N. MERIDIAN STREET	SUITE 310	(212) 554-4388	US	IN	CARMEL	46032	11711 N. MERIDIAN STREET	SUITE 310	US	DE	000000000	VENTRUS BIOSCIENCES INC	20080211	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 16:37:00.0	0	0	asmb-8k_20200101_htm.xml	1	
0001564590-20-000219	1076930	NOVANTA INC	3690	US	MA	BEDFORD	01730	125 MIDDLESEX TURNPIKE	.	781-266-5618	US	MA	BEDFORD	01730	125 MIDDLESEX TURNPIKE	.	CA	NB	980110412	GSI GROUP INC	20050622	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 17:04:00.0	0	0	novt-8k_20191231_htm.xml	1	
0001564590-20-000221	766701	CAPSTEAD MORTGAGE CORP	6798	US	TX	DALLAS	75225	8401 NORTH CENTRAL EXPRESSWAY	STE 800	2148742323	US	TX	DALLAS	75225	8401 NORTH CENTRAL EXPRESSWAY	STE 800	US	MD	752027937	LOMAS MORTGAGE CORP	19891105	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 17:11:00.0	1	0	cmo-8k_20200102_htm.xml	1	
0001628280-20-000091	876378	TRANSENTERIX, INC.	3841	US	NC	MORRISVILLE	27560	635 DAVIS DRIVE	SUITE 300	919-765-8400	US	NC	MORRISVILLE	27560	635 DAVIS DRIVE	SUITE 300	US	DE	112962080	TRANSENTERIX INC.	20131210	1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 16:15:00.0	1	0	trxc-form8xkxpressrele_htm.xml	1	
0001628280-20-000094	1702780	ALTICE USA, INC.	4841	US	NY	LONG ISLAND CITY	11101	1 COURT SQUARE WEST		(516) 803-2300	US	NY	LONG ISLAND CITY	11101	1 COURT SQUARE WEST		US	DE	383980194			1-LAF	0	1231	8-K	20191231			20200103	2020-01-03 16:33:00.0	0	0	alticeusa8kjan32020_htm.xml	1	
0001631569-20-000002	1631569	COMMUNITY HEALTHCARE TRUST INC	6798	US	TN	FRANKLIN	37067	3326 ASPEN GROVE DRIVE	SUITE 150	615-771-3052	US	TN	FRANKLIN	37067	3326 ASPEN GROVE DRIVE	SUITE 150	US	MD	465212033			2-ACC	0	1231	8-K	20191231			20200103	2020-01-03 17:17:00.0	0	0	a2020q1eeagreementamen_htm.xml	1	
